date,symbol,rank,score_quote_vol,in_universe
2026-06-24,COMP-USDT,49,39747378,0
2026-06-24,STX-USDT,50,36734559,0
2026-06-24,SAND-USDT,51,34006777,0
2026-06-24,KSM-USDT,52,27984929,0
2026-06-24,THETA-USDT,53,25656047,0
2026-06-24,FLOKI-USDT,54,19744241,0
2026-06-24,NEO-USDT,55,15972462,0
2026-06-24,MINA-USDT,56,15609323,0
2026-06-24,ZIL-USDT,57,14351629,0
2026-06-24,SNX-USDT,58,14049078,0
2026-06-24,FLOW-USDT,59,13839681,0
2026-06-24,IMX-USDT,60,13769213,0
2026-06-24,MANA-USDT,61,12298212,0
2026-06-24,QTUM-USDT,62,11968828,0
2026-06-24,GRT-USDT,63,9660412,0
2026-06-24,XTZ-USDT,64,6147980,0
2026-06-24,EGLD-USDT,65,3930281,0
2026-06-25,BTC-USDT,1,45446081001,1
2026-06-25,ETH-USDT,2,25883863387,1
2026-06-25,SOL-USDT,3,5621950511,1
2026-06-25,DOGE-USDT,4,4003517482,1
2026-06-25,XRP-USDT,5,2501897017,1
2026-06-25,TRX-USDT,6,1457948750,1
2026-06-25,WLD-USDT,7,1339573671,1
2026-06-25,SUI-USDT,8,1165258017,1
2026-06-25,PEPE-USDT,9,804939382,1
2026-06-25,OKB-USDT,10,719701149,1
2026-06-25,ORDI-USDT,11,684364588,1
2026-06-25,NEAR-USDT,12,669132601,1
2026-06-25,ADA-USDT,13,587712390,1
2026-06-25,FIL-USDT,14,581873416,1
2026-06-25,XLM-USDT,15,566560280,1
2026-06-25,LINK-USDT,16,419174950,1
2026-06-25,LTC-USDT,17,394637456,1
2026-06-25,UNI-USDT,18,345855531,1
2026-06-25,AVAX-USDT,19,260523118,1
2026-06-25,AAVE-USDT,20,256830866,1
2026-06-25,CHZ-USDT,21,251997872,1
2026-06-25,BCH-USDT,22,243600458,1
2026-06-25,ICP-USDT,23,209854354,1
2026-06-25,ENJ-USDT,24,168738753,1
2026-06-25,DOT-USDT,25,154854523,1
2026-06-25,APE-USDT,26,146840193,1
2026-06-25,APT-USDT,27,134833750,1
2026-06-25,INJ-USDT,28,133987602,1
2026-06-25,SHIB-USDT,29,125970331,1
2026-06-25,ETC-USDT,30,114749454,1
2026-06-25,ARB-USDT,31,108935071,0
2026-06-25,DYDX-USDT,32,106007424,0
2026-06-25,RENDER-USDT,33,105675655,0
2026-06-25,OP-USDT,34,94473521,0
2026-06-25,BONK-USDT,35,93089502,0
2026-06-25,HBAR-USDT,36,92944801,0
2026-06-25,FET-USDT,37,91171167,0
2026-06-25,SEI-USDT,38,88489982,0
2026-06-25,WIF-USDT,39,86702392,0
2026-06-25,CRV-USDT,40,86506121,0
2026-06-25,AR-USDT,41,83874778,0
2026-06-25,TIA-USDT,42,83004449,0
2026-06-25,ALGO-USDT,43,77690799,0
2026-06-25,LDO-USDT,44,72932661,0
2026-06-25,JUP-USDT,45,70325132,0
2026-06-25,ATOM-USDT,46,44240901,0
2026-06-25,GALA-USDT,47,42683105,0
2026-06-25,IOTA-USDT,48,42011633,0
2026-06-25,COMP-USDT,49,40253784,0
2026-06-25,STX-USDT,50,36721642,0
2026-06-25,SAND-USDT,51,33847838,0
2026-06-25,KSM-USDT,52,27882760,0
2026-06-25,THETA-USDT,53,25677698,0
2026-06-25,FLOKI-USDT,54,19730257,0
2026-06-25,NEO-USDT,55,15969844,0
2026-06-25,MINA-USDT,56,15599608,0
2026-06-25,ZIL-USDT,57,14264786,0
2026-06-25,SNX-USDT,58,14066091,0
2026-06-25,FLOW-USDT,59,13669414,0
2026-06-25,IMX-USDT,60,13496889,0
2026-06-25,MANA-USDT,61,12250807,0
2026-06-25,QTUM-USDT,62,11988081,0
2026-06-25,GRT-USDT,63,9656344,0
2026-06-25,XTZ-USDT,64,6141771,0
2026-06-25,EGLD-USDT,65,3841694,0
2026-06-26,BTC-USDT,1,45809992376,1
2026-06-26,ETH-USDT,2,26068140307,1
2026-06-26,SOL-USDT,3,5699680935,1
2026-06-26,DOGE-USDT,4,3990546388,1
2026-06-26,XRP-USDT,5,2517028096,1
2026-06-26,TRX-USDT,6,1458454844,1
2026-06-26,WLD-USDT,7,1345348983,1
2026-06-26,SUI-USDT,8,1169511173,1
2026-06-26,PEPE-USDT,9,807117661,1
2026-06-26,OKB-USDT,10,722995619,1
2026-06-26,ORDI-USDT,11,686206144,1
2026-06-26,NEAR-USDT,12,674586963,1
2026-06-26,ADA-USDT,13,589003633,1
2026-06-26,FIL-USDT,14,582031959,1
2026-06-26,XLM-USDT,15,568860428,1
2026-06-26,LINK-USDT,16,416260359,1
2026-06-26,LTC-USDT,17,397130389,1
2026-06-26,UNI-USDT,18,347809763,1
2026-06-26,AAVE-USDT,19,264379417,1
2026-06-26,AVAX-USDT,20,261970511,1
2026-06-26,CHZ-USDT,21,247925197,1
2026-06-26,BCH-USDT,22,242162022,1
2026-06-26,ICP-USDT,23,210588902,1
2026-06-26,ENJ-USDT,24,168563371,1
2026-06-26,DOT-USDT,25,155238778,1
2026-06-26,APE-USDT,26,149490659,1
2026-06-26,INJ-USDT,27,135092988,1
2026-06-26,APT-USDT,28,134631154,1
2026-06-26,SHIB-USDT,29,126079077,1
2026-06-26,ETC-USDT,30,115211117,1
2026-06-26,ARB-USDT,31,109107328,0
2026-06-26,DYDX-USDT,32,106869016,0
2026-06-26,RENDER-USDT,33,105167998,0
2026-06-26,OP-USDT,34,95419741,0
2026-06-26,BONK-USDT,35,93329529,0
2026-06-26,HBAR-USDT,36,93211197,0
2026-06-26,FET-USDT,37,90663326,0
2026-06-26,SEI-USDT,38,89594517,0
2026-06-26,CRV-USDT,39,86725505,0
2026-06-26,WIF-USDT,40,86723177,0
2026-06-26,AR-USDT,41,84207811,0
2026-06-26,TIA-USDT,42,83827585,0
2026-06-26,ALGO-USDT,43,77689600,0
2026-06-26,LDO-USDT,44,72366185,0
2026-06-26,JUP-USDT,45,72292690,0
2026-06-26,ATOM-USDT,46,44405139,0
2026-06-26,GALA-USDT,47,42677892,0
2026-06-26,IOTA-USDT,48,42630559,0
2026-06-26,COMP-USDT,49,40561974,0
2026-06-26,STX-USDT,50,36725453,0
2026-06-26,SAND-USDT,51,33695084,0
2026-06-26,KSM-USDT,52,27817988,0
2026-06-26,THETA-USDT,53,25622810,0
2026-06-26,FLOKI-USDT,54,19905597,0
2026-06-26,NEO-USDT,55,15977680,0
2026-06-26,MINA-USDT,56,15632267,0
2026-06-26,ZIL-USDT,57,14088357,0
2026-06-26,SNX-USDT,58,14068368,0
2026-06-26,FLOW-USDT,59,13552285,0
2026-06-26,IMX-USDT,60,13409931,0
2026-06-26,MANA-USDT,61,12253368,0
2026-06-26,QTUM-USDT,62,12018699,0
2026-06-26,GRT-USDT,63,9694786,0
2026-06-26,XTZ-USDT,64,6129628,0
2026-06-26,EGLD-USDT,65,3837116,0
2026-06-27,BTC-USDT,1,45723505741,1
2026-06-27,ETH-USDT,2,26043486719,1
2026-06-27,SOL-USDT,3,5704009148,1
2026-06-27,DOGE-USDT,4,3966458016,1
2026-06-27,XRP-USDT,5,2513313875,1
2026-06-27,TRX-USDT,6,1452304671,1
2026-06-27,WLD-USDT,7,1347303345,1
2026-06-27,SUI-USDT,8,1169704942,1
2026-06-27,PEPE-USDT,9,804688043,1
2026-06-27,OKB-USDT,10,730498709,1
2026-06-27,ORDI-USDT,11,686618254,1
2026-06-27,NEAR-USDT,12,676975780,1
2026-06-27,ADA-USDT,13,585556667,1
2026-06-27,FIL-USDT,14,581743671,1
2026-06-27,XLM-USDT,15,570360876,1
2026-06-27,LINK-USDT,16,412051582,1
2026-06-27,LTC-USDT,17,398704953,1
2026-06-27,UNI-USDT,18,348869351,1
2026-06-27,AAVE-USDT,19,268250815,1
2026-06-27,AVAX-USDT,20,260599137,1
2026-06-27,CHZ-USDT,21,245757454,1
2026-06-27,BCH-USDT,22,238737065,1
2026-06-27,ICP-USDT,23,210667065,1
2026-06-27,ENJ-USDT,24,167450984,1
2026-06-27,DOT-USDT,25,154660258,1
2026-06-27,APE-USDT,26,149746798,1
2026-06-27,INJ-USDT,27,135786574,1
2026-06-27,APT-USDT,28,134250570,1
2026-06-27,SHIB-USDT,29,126130203,1
2026-06-27,ETC-USDT,30,114722728,1
2026-06-27,ARB-USDT,31,109054163,0
2026-06-27,DYDX-USDT,32,106998029,0
2026-06-27,RENDER-USDT,33,105090962,0
2026-06-27,OP-USDT,34,95229203,0
2026-06-27,BONK-USDT,35,93265602,0
2026-06-27,HBAR-USDT,36,93214778,0
2026-06-27,FET-USDT,37,90589853,0
2026-06-27,SEI-USDT,38,89726337,0
2026-06-27,WIF-USDT,39,88864921,0
2026-06-27,CRV-USDT,40,86671484,0
2026-06-27,TIA-USDT,41,84216559,0
2026-06-27,AR-USDT,42,84052611,0
2026-06-27,ALGO-USDT,43,77678583,0
2026-06-27,JUP-USDT,44,72544718,0
2026-06-27,LDO-USDT,45,72194371,0
2026-06-27,ATOM-USDT,46,44525508,0
2026-06-27,IOTA-USDT,47,42700857,0
2026-06-27,GALA-USDT,48,42558868,0
2026-06-27,COMP-USDT,49,40824967,0
2026-06-27,STX-USDT,50,36599586,0
2026-06-27,SAND-USDT,51,33574230,0
2026-06-27,KSM-USDT,52,27574853,0
2026-06-27,THETA-USDT,53,25502299,0
2026-06-27,FLOKI-USDT,54,19775491,0
2026-06-27,NEO-USDT,55,15979262,0
2026-06-27,MINA-USDT,56,15624608,0
2026-06-27,SNX-USDT,57,15102247,0
2026-06-27,ZIL-USDT,58,14042695,0
2026-06-27,IMX-USDT,59,13362917,0
2026-06-27,FLOW-USDT,60,13332513,0
2026-06-27,MANA-USDT,61,12202340,0
2026-06-27,QTUM-USDT,62,12047482,0
2026-06-27,GRT-USDT,63,9707831,0
2026-06-27,XTZ-USDT,64,6125465,0
2026-06-27,EGLD-USDT,65,3837828,0
2026-06-28,BTC-USDT,1,45432603639,1
2026-06-28,ETH-USDT,2,25874087617,1
2026-06-28,SOL-USDT,3,5680320101,1
2026-06-28,DOGE-USDT,4,3923137412,1
2026-06-28,XRP-USDT,5,2493719689,1
2026-06-28,TRX-USDT,6,1443682272,1
2026-06-28,WLD-USDT,7,1347624263,1
2026-06-28,SUI-USDT,8,1166958375,1
2026-06-28,PEPE-USDT,9,799337270,1
2026-06-28,OKB-USDT,10,735517689,1
2026-06-28,ORDI-USDT,11,687696314,1
2026-06-28,NEAR-USDT,12,679482782,1
2026-06-28,ADA-USDT,13,581044987,1
2026-06-28,FIL-USDT,14,579841818,1
2026-06-28,XLM-USDT,15,570988132,1
2026-06-28,LINK-USDT,16,405755965,1
2026-06-28,LTC-USDT,17,394231007,1
2026-06-28,UNI-USDT,18,349078699,1
2026-06-28,AAVE-USDT,19,270299808,1
2026-06-28,AVAX-USDT,20,258722220,1
2026-06-28,CHZ-USDT,21,241208259,1
2026-06-28,BCH-USDT,22,236997241,1
2026-06-28,ICP-USDT,23,210645578,1
2026-06-28,ENJ-USDT,24,167183380,1
2026-06-28,DOT-USDT,25,154357763,1
2026-06-28,APE-USDT,26,149956009,1
2026-06-28,INJ-USDT,27,135730665,1
2026-06-28,APT-USDT,28,133131461,1
2026-06-28,SHIB-USDT,29,123876097,1
2026-06-28,ETC-USDT,30,113814392,1
2026-06-28,ARB-USDT,31,108399502,0
2026-06-28,DYDX-USDT,32,106519469,0
2026-06-28,RENDER-USDT,33,104440046,0
2026-06-28,OP-USDT,34,94652455,0
2026-06-28,HBAR-USDT,35,92844792,0
2026-06-28,BONK-USDT,36,92028630,0
2026-06-28,FET-USDT,37,89788256,0
2026-06-28,SEI-USDT,38,89255905,0
2026-06-28,WIF-USDT,39,89006256,0
2026-06-28,CRV-USDT,40,86075776,0
2026-06-28,TIA-USDT,41,84210600,0
2026-06-28,AR-USDT,42,83902720,0
2026-06-28,ALGO-USDT,43,77623422,0
2026-06-28,JUP-USDT,44,72473689,0
2026-06-28,LDO-USDT,45,71633204,0
2026-06-28,ATOM-USDT,46,44501697,0
2026-06-28,IOTA-USDT,47,43020991,0
2026-06-28,GALA-USDT,48,42431682,0
2026-06-28,COMP-USDT,49,40873140,0
2026-06-28,STX-USDT,50,36449702,0
2026-06-28,SAND-USDT,51,33460537,0
2026-06-28,KSM-USDT,52,27488159,0
2026-06-28,THETA-USDT,53,25355994,0
2026-06-28,FLOKI-USDT,54,19672880,0
2026-06-28,NEO-USDT,55,15701248,0
2026-06-28,SNX-USDT,56,15670085,0
2026-06-28,MINA-USDT,57,15630521,0
2026-06-28,ZIL-USDT,58,13905695,0
2026-06-28,IMX-USDT,59,13327744,0
2026-06-28,FLOW-USDT,60,13129041,0
2026-06-28,MANA-USDT,61,12082759,0
2026-06-28,QTUM-USDT,62,12023641,0
2026-06-28,GRT-USDT,63,9666308,0
2026-06-28,XTZ-USDT,64,6095222,0
2026-06-28,EGLD-USDT,65,3752696,0
2026-06-29,BTC-USDT,1,45310863168,1
2026-06-29,ETH-USDT,2,25691612131,1
2026-06-29,SOL-USDT,3,5734949834,1
2026-06-29,DOGE-USDT,4,3891636427,1
2026-06-29,XRP-USDT,5,2484341890,1
2026-06-29,TRX-USDT,6,1435891216,1
2026-06-29,WLD-USDT,7,1351506598,1
2026-06-29,SUI-USDT,8,1168178459,1
2026-06-29,PEPE-USDT,9,798282691,1
2026-06-29,OKB-USDT,10,739765761,1
2026-06-29,ORDI-USDT,11,696059064,1
2026-06-29,NEAR-USDT,12,681082166,1
2026-06-29,FIL-USDT,13,581787839,1
2026-06-29,ADA-USDT,14,575352643,1
2026-06-29,XLM-USDT,15,571661833,1
2026-06-29,LINK-USDT,16,402183915,1
2026-06-29,LTC-USDT,17,394652528,1
2026-06-29,UNI-USDT,18,350229331,1
2026-06-29,AAVE-USDT,19,272574855,1
2026-06-29,AVAX-USDT,20,257966990,1
2026-06-29,CHZ-USDT,21,239208527,1
2026-06-29,BCH-USDT,22,234545407,1
2026-06-29,ICP-USDT,23,210956893,1
2026-06-29,ENJ-USDT,24,167031354,1
2026-06-29,DOT-USDT,25,152869068,1
2026-06-29,APE-USDT,26,150035827,1
2026-06-29,INJ-USDT,27,136312172,1
2026-06-29,APT-USDT,28,132099470,1
2026-06-29,SHIB-USDT,29,122917145,1
2026-06-29,ETC-USDT,30,112789617,1
2026-06-29,ARB-USDT,31,108723962,0
2026-06-29,DYDX-USDT,32,105948591,0
2026-06-29,RENDER-USDT,33,103814110,0
2026-06-29,OP-USDT,34,94274731,0
2026-06-29,BONK-USDT,35,91867112,0
2026-06-29,HBAR-USDT,36,91820720,0
2026-06-29,WIF-USDT,37,89841586,0
2026-06-29,FET-USDT,38,88926938,0
2026-06-29,SEI-USDT,39,88505617,0
2026-06-29,CRV-USDT,40,85475864,0
2026-06-29,AR-USDT,41,84333810,0
2026-06-29,TIA-USDT,42,84268294,0
2026-06-29,ALGO-USDT,43,76196488,0
2026-06-29,JUP-USDT,44,72540314,0
2026-06-29,LDO-USDT,45,71176731,0
2026-06-29,ATOM-USDT,46,44441226,0
2026-06-29,IOTA-USDT,47,43305415,0
2026-06-29,GALA-USDT,48,42345124,0
2026-06-29,COMP-USDT,49,40901208,0
2026-06-29,STX-USDT,50,36370931,0
2026-06-29,SAND-USDT,51,33304558,0
2026-06-29,KSM-USDT,52,27379004,0
2026-06-29,THETA-USDT,53,25288742,0
2026-06-29,FLOKI-USDT,54,19615223,0
2026-06-29,SNX-USDT,55,15658524,0
2026-06-29,MINA-USDT,56,15566166,0
2026-06-29,NEO-USDT,57,15414811,0
2026-06-29,ZIL-USDT,58,13808584,0
2026-06-29,IMX-USDT,59,13451137,0
2026-06-29,FLOW-USDT,60,12856449,0
2026-06-29,MANA-USDT,61,11996425,0
2026-06-29,QTUM-USDT,62,11530831,0
2026-06-29,GRT-USDT,63,9653504,0
2026-06-29,XTZ-USDT,64,5968215,0
2026-06-29,EGLD-USDT,65,3773717,0
2026-06-30,BTC-USDT,1,46136368275,1
2026-06-30,ETH-USDT,2,25487672130,1
2026-06-30,SOL-USDT,3,5710727606,1
2026-06-30,DOGE-USDT,4,3870255991,1
2026-06-30,XRP-USDT,5,2475711427,1
2026-06-30,TRX-USDT,6,1431909864,1
2026-06-30,WLD-USDT,7,1357649785,1
2026-06-30,SUI-USDT,8,1166936962,1
2026-06-30,PEPE-USDT,9,791245031,1
2026-06-30,OKB-USDT,10,745494974,1
2026-06-30,ORDI-USDT,11,702539894,1
2026-06-30,NEAR-USDT,12,684662409,1
2026-06-30,FIL-USDT,13,583038781,1
2026-06-30,XLM-USDT,14,578269455,1
2026-06-30,ADA-USDT,15,569416646,1
2026-06-30,LINK-USDT,16,399575833,1
2026-06-30,LTC-USDT,17,395248768,1
2026-06-30,UNI-USDT,18,351289659,1
2026-06-30,AAVE-USDT,19,273127131,1
2026-06-30,AVAX-USDT,20,254008156,1
2026-06-30,CHZ-USDT,21,239427391,1
2026-06-30,BCH-USDT,22,233081332,1
2026-06-30,ICP-USDT,23,210966284,1
2026-06-30,ENJ-USDT,24,166804599,1
2026-06-30,DOT-USDT,25,152090730,1
2026-06-30,APE-USDT,26,149694930,1
2026-06-30,INJ-USDT,27,136625040,1
2026-06-30,APT-USDT,28,130623754,1
2026-06-30,SHIB-USDT,29,122621762,1
2026-06-30,ETC-USDT,30,112304223,1
2026-06-30,ARB-USDT,31,108436878,0
2026-06-30,DYDX-USDT,32,106477184,0
2026-06-30,RENDER-USDT,33,102860809,0
2026-06-30,OP-USDT,34,93883716,0
2026-06-30,HBAR-USDT,35,92064551,0
2026-06-30,BONK-USDT,36,91776271,0
2026-06-30,WIF-USDT,37,89673588,0
2026-06-30,FET-USDT,38,88256293,0
2026-06-30,SEI-USDT,39,85618804,0
2026-06-30,CRV-USDT,40,84891934,0
2026-06-30,TIA-USDT,41,84746665,0
2026-06-30,AR-USDT,42,84399749,0
2026-06-30,ALGO-USDT,43,72208215,0
2026-06-30,JUP-USDT,44,71881543,0
2026-06-30,LDO-USDT,45,71033969,0
2026-06-30,ATOM-USDT,46,44146393,0
2026-06-30,IOTA-USDT,47,43142390,0
2026-06-30,GALA-USDT,48,42334100,0
2026-06-30,COMP-USDT,49,40358934,0
2026-06-30,STX-USDT,50,36352223,0
2026-06-30,SAND-USDT,51,33128191,0
2026-06-30,KSM-USDT,52,27266946,0
2026-06-30,THETA-USDT,53,25153969,0
2026-06-30,FLOKI-USDT,54,19623323,0
2026-06-30,SNX-USDT,55,15672524,0
2026-06-30,NEO-USDT,56,15139613,0
2026-06-30,MINA-USDT,57,13975659,0
2026-06-30,ZIL-USDT,58,13700535,0
2026-06-30,IMX-USDT,59,13386805,0
2026-06-30,FLOW-USDT,60,12733930,0
2026-06-30,MANA-USDT,61,11755451,0
2026-06-30,QTUM-USDT,62,11146675,0
2026-06-30,GRT-USDT,63,9618790,0
2026-06-30,XTZ-USDT,64,5934841,0
2026-06-30,EGLD-USDT,65,3760148,0
2026-07-01,BTC-USDT,1,46330166816,1
2026-07-01,ETH-USDT,2,25438242632,1
2026-07-01,SOL-USDT,3,5714712807,1
2026-07-01,DOGE-USDT,4,3834207603,1
2026-07-01,XRP-USDT,5,2460686023,1
2026-07-01,TRX-USDT,6,1425407448,1
2026-07-01,WLD-USDT,7,1366489753,1
2026-07-01,SUI-USDT,8,1167592563,1
2026-07-01,PEPE-USDT,9,790228759,1
2026-07-01,OKB-USDT,10,749798883,1
2026-07-01,ORDI-USDT,11,704610331,1
2026-07-01,NEAR-USDT,12,686066961,1
2026-07-01,XLM-USDT,13,587069214,1
2026-07-01,FIL-USDT,14,584212738,1
2026-07-01,ADA-USDT,15,566711400,1
2026-07-01,LINK-USDT,16,396260882,1
2026-07-01,LTC-USDT,17,393378005,1
2026-07-01,UNI-USDT,18,344387113,1
2026-07-01,AAVE-USDT,19,273880393,1
2026-07-01,AVAX-USDT,20,252222833,1
2026-07-01,CHZ-USDT,21,238058056,1
2026-07-01,BCH-USDT,22,234782849,1
2026-07-01,ICP-USDT,23,212052095,1
2026-07-01,ENJ-USDT,24,166446929,1
2026-07-01,DOT-USDT,25,151604012,1
2026-07-01,APE-USDT,26,149991974,1
2026-07-01,INJ-USDT,27,137019060,1
2026-07-01,APT-USDT,28,130033597,1
2026-07-01,SHIB-USDT,29,122423967,1
2026-07-01,DYDX-USDT,30,117618257,1
2026-07-01,ETC-USDT,31,111363860,0
2026-07-01,ARB-USDT,32,108668260,0
2026-07-01,RENDER-USDT,33,101513537,0
2026-07-01,OP-USDT,34,94230003,0
2026-07-01,HBAR-USDT,35,92329636,0
2026-07-01,BONK-USDT,36,92025778,0
2026-07-01,WIF-USDT,37,90034548,0
2026-07-01,FET-USDT,38,87896944,0
2026-07-01,SEI-USDT,39,85384345,0
2026-07-01,TIA-USDT,40,85043937,0
2026-07-01,AR-USDT,41,84623896,0
2026-07-01,CRV-USDT,42,84520284,0
2026-07-01,JUP-USDT,43,73195495,0
2026-07-01,LDO-USDT,44,70914208,0
2026-07-01,ALGO-USDT,45,69187800,0
2026-07-01,ATOM-USDT,46,44263630,0
2026-07-01,IOTA-USDT,47,43677718,0
2026-07-01,GALA-USDT,48,42267471,0
2026-07-01,COMP-USDT,49,40336887,0
2026-07-01,STX-USDT,50,36390566,0
2026-07-01,SAND-USDT,51,33273294,0
2026-07-01,KSM-USDT,52,27174050,0
2026-07-01,THETA-USDT,53,25117480,0
2026-07-01,FLOKI-USDT,54,19488911,0
2026-07-01,SNX-USDT,55,15660889,0
2026-07-01,NEO-USDT,56,14854974,0
2026-07-01,MINA-USDT,57,13740613,0
2026-07-01,ZIL-USDT,58,13573180,0
2026-07-01,IMX-USDT,59,13363893,0
2026-07-01,FLOW-USDT,60,12443412,0
2026-07-01,MANA-USDT,61,11658022,0
2026-07-01,QTUM-USDT,62,10901632,0
2026-07-01,GRT-USDT,63,9686633,0
2026-07-01,XTZ-USDT,64,5961244,0
2026-07-01,EGLD-USDT,65,3744622,0
2026-07-02,BTC-USDT,1,47295502841,1
2026-07-02,ETH-USDT,2,25656225785,1
2026-07-02,SOL-USDT,3,5777182862,1
2026-07-02,DOGE-USDT,4,3822024214,1
2026-07-02,XRP-USDT,5,2466320773,1
2026-07-02,TRX-USDT,6,1418953436,1
2026-07-02,WLD-USDT,7,1377818195,1
2026-07-02,SUI-USDT,8,1170426075,1
2026-07-02,PEPE-USDT,9,788053221,1
2026-07-02,OKB-USDT,10,755098365,1
2026-07-02,ORDI-USDT,11,705289424,1
2026-07-02,NEAR-USDT,12,689946711,1
2026-07-02,XLM-USDT,13,591703255,1
2026-07-02,FIL-USDT,14,586083458,1
2026-07-02,ADA-USDT,15,563191851,1
2026-07-02,LINK-USDT,16,397256424,1
2026-07-02,LTC-USDT,17,395183292,1
2026-07-02,UNI-USDT,18,352287917,1
2026-07-02,AAVE-USDT,19,275311297,1
2026-07-02,AVAX-USDT,20,251436254,1
2026-07-02,CHZ-USDT,21,237123759,1
2026-07-02,BCH-USDT,22,236257548,1
2026-07-02,ICP-USDT,23,212821688,1
2026-07-02,ENJ-USDT,24,166321728,1
2026-07-02,DOT-USDT,25,152312701,1
2026-07-02,APE-USDT,26,149266746,1
2026-07-02,INJ-USDT,27,137921500,1
2026-07-02,APT-USDT,28,130017517,1
2026-07-02,SHIB-USDT,29,123440756,1
2026-07-02,DYDX-USDT,30,122155559,1
2026-07-02,ETC-USDT,31,110983429,0
2026-07-02,ARB-USDT,32,109061868,0
2026-07-02,RENDER-USDT,33,99987397,0
2026-07-02,OP-USDT,34,94359630,0
2026-07-02,HBAR-USDT,35,92710323,0
2026-07-02,BONK-USDT,36,92229643,0
2026-07-02,WIF-USDT,37,90211884,0
2026-07-02,FET-USDT,38,87850284,0
2026-07-02,TIA-USDT,39,85667372,0
2026-07-02,SEI-USDT,40,84846308,0
2026-07-02,CRV-USDT,41,84680793,0
2026-07-02,AR-USDT,42,84617860,0
2026-07-02,JUP-USDT,43,74031158,0
2026-07-02,LDO-USDT,44,71322028,0
2026-07-02,ALGO-USDT,45,63403224,0
2026-07-02,ATOM-USDT,46,44148395,0
2026-07-02,IOTA-USDT,47,43480415,0
2026-07-02,GALA-USDT,48,42234085,0
2026-07-02,COMP-USDT,49,40589963,0
2026-07-02,STX-USDT,50,36774171,0
2026-07-02,SAND-USDT,51,33267145,0
2026-07-02,KSM-USDT,52,27165491,0
2026-07-02,THETA-USDT,53,25025335,0
2026-07-02,FLOKI-USDT,54,19438321,0
2026-07-02,SNX-USDT,55,15744802,0
2026-07-02,NEO-USDT,56,14348420,0
2026-07-02,MINA-USDT,57,13713734,0
2026-07-02,ZIL-USDT,58,13464633,0
2026-07-02,IMX-USDT,59,13243929,0
2026-07-02,FLOW-USDT,60,12304552,0
2026-07-02,MANA-USDT,61,11639903,0
2026-07-02,QTUM-USDT,62,10281739,0
2026-07-02,GRT-USDT,63,9708681,0
2026-07-02,XTZ-USDT,64,5975522,0
2026-07-02,EGLD-USDT,65,3741848,0
2026-07-03,BTC-USDT,1,47572969720,1
2026-07-03,ETH-USDT,2,25800871129,1
2026-07-03,SOL-USDT,3,5800708448,1
2026-07-03,DOGE-USDT,4,3828034877,1
2026-07-03,XRP-USDT,5,2486238493,1
2026-07-03,TRX-USDT,6,1412959773,1
2026-07-03,WLD-USDT,7,1394914687,1
2026-07-03,SUI-USDT,8,1178619541,1
2026-07-03,PEPE-USDT,9,792276233,1
2026-07-03,OKB-USDT,10,757778333,1
2026-07-03,ORDI-USDT,11,706431106,1
2026-07-03,NEAR-USDT,12,695724677,1
2026-07-03,XLM-USDT,13,596670492,1
2026-07-03,FIL-USDT,14,587804833,1
2026-07-03,ADA-USDT,15,570407754,1
2026-07-03,LINK-USDT,16,397712015,1
2026-07-03,LTC-USDT,17,397157775,1
2026-07-03,UNI-USDT,18,354468555,1
2026-07-03,AAVE-USDT,19,277851743,1
2026-07-03,AVAX-USDT,20,251459474,1
2026-07-03,BCH-USDT,21,238235690,1
2026-07-03,CHZ-USDT,22,237188825,1
2026-07-03,ICP-USDT,23,213818056,1
2026-07-03,ENJ-USDT,24,166177858,1
2026-07-03,DOT-USDT,25,152923715,1
2026-07-03,APE-USDT,26,149249308,1
2026-07-03,INJ-USDT,27,138467006,1
2026-07-03,APT-USDT,28,129831459,1
2026-07-03,SHIB-USDT,29,123784362,1
2026-07-03,DYDX-USDT,30,123640105,1
2026-07-03,ARB-USDT,31,109378305,0
2026-07-03,ETC-USDT,32,106876340,0
2026-07-03,RENDER-USDT,33,99551421,0
2026-07-03,OP-USDT,34,94957825,0
2026-07-03,BONK-USDT,35,93491084,0
2026-07-03,HBAR-USDT,36,93191408,0
2026-07-03,WIF-USDT,37,90490892,0
2026-07-03,FET-USDT,38,87813387,0
2026-07-03,TIA-USDT,39,87229605,0
2026-07-03,SEI-USDT,40,84737650,0
2026-07-03,CRV-USDT,41,84719981,0
2026-07-03,AR-USDT,42,84664916,0
2026-07-03,JUP-USDT,43,74522712,0
2026-07-03,LDO-USDT,44,71662799,0
2026-07-03,ALGO-USDT,45,60369619,0
2026-07-03,ATOM-USDT,46,44430408,0
2026-07-03,IOTA-USDT,47,43621974,0
2026-07-03,GALA-USDT,48,42352676,0
2026-07-03,COMP-USDT,49,40859103,0
2026-07-03,STX-USDT,50,36978728,0
2026-07-03,SAND-USDT,51,33544076,0
2026-07-03,KSM-USDT,52,27131451,0
2026-07-03,THETA-USDT,53,22856345,0
2026-07-03,FLOKI-USDT,54,19477477,0
2026-07-03,SNX-USDT,55,16065101,0
2026-07-03,NEO-USDT,56,14029747,0
2026-07-03,MINA-USDT,57,13852211,0
2026-07-03,ZIL-USDT,58,13444557,0
2026-07-03,IMX-USDT,59,13250284,0
2026-07-03,MANA-USDT,60,12811263,0
2026-07-03,FLOW-USDT,61,11776129,0
